,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG_x,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,np:G-xG,G-xG,xG_y,npxG,npxG/Sh,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
3,2022-08-30,18:30,Serie A,Matchweek 4,Tue,Away,D,0.0,0.0,Sassuolo,0.7,1.1,62.0,18053.0,Theo Hernández,4-2-3-1,Giovanni Ayroldi,Match Report,,-0.7,-0.7,0.7,0.7,0.06,11.0,2.0,18.8,1.0,0,0,2022,Milan
4,2022-09-03,18:00,Serie A,Matchweek 5,Sat,Home,W,3.0,2.0,Inter,1.3,1.8,47.0,75475.0,Davide Calabria,4-2-3-1,Daniele Chiffi,Match Report,,1.7,1.7,1.3,1.3,0.06,21.0,5.0,16.7,1.0,0,0,2022,Milan
6,2022-09-10,20:45,Serie A,Matchweek 6,Sat,Away,W,2.0,1.0,Sampdoria,1.7,0.7,43.0,23049.0,Davide Calabria,4-2-3-1,Michael Fabbri,Match Report,,-0.1,0.3,1.7,1.1,0.08,14.0,3.0,15.1,0.0,1,1,2022,Milan
8,2022-09-18,20:45,Serie A,Matchweek 7,Sun,Home,L,1.0,2.0,Napoli,2.6,1.4,51.0,72573.0,Davide Calabria,4-2-3-1,Maurizio Mariani,Match Report,,-1.6,-1.6,2.6,2.6,0.12,22.0,5.0,13.8,1.0,0,0,2022,Milan
9,2022-10-01,20:45,Serie A,Matchweek 8,Sat,Away,W,3.0,1.0,Empoli,2.3,1.1,57.0,15497.0,Davide Calabria,4-2-3-1,Gianluca Aureliano,Match Report,,0.7,0.7,2.3,2.3,0.12,19.0,6.0,19.1,3.0,0,0,2022,Milan
11,2022-10-08,18:00,Serie A,Matchweek 9,Sat,Home,W,2.0,0.0,Juventus,2.2,0.8,40.0,75530.0,Theo Hernández,4-3-2-1,Daniele Orsato,Match Report,,-0.2,-0.2,2.2,2.2,0.11,21.0,3.0,17.0,0.0,0,0,2022,Milan
13,2022-10-16,20:45,Serie A,Matchweek 10,Sun,Away,W,2.0,1.0,Hellas Verona,1.9,2.1,54.0,22904.0,Theo Hernández,4-2-3-1,Davide Massa,Match Report,,-0.9,-0.9,1.9,1.9,0.12,16.0,6.0,19.7,0.0,0,0,2022,Milan
14,2022-10-22,18:00,Serie A,Matchweek 11,Sat,Home,W,4.0,1.0,Monza,1.1,1.2,49.0,72938.0,Theo Hernández,4-2-3-1,Livio Marinelli,Match Report,,2.9,2.9,1.1,1.1,0.1,12.0,7.0,17.1,0.0,0,0,2022,Milan
16,2022-10-30,20:45,Serie A,Matchweek 12,Sun,Away,L,1.0,2.0,Torino,1.1,0.6,56.0,26133.0,Theo Hernández,4-2-3-1,Rosario Abisso,Match Report,,-0.1,-0.1,1.1,1.1,0.09,12.0,1.0,20.9,1.0,0,0,2022,Milan
18,2022-11-05,20:45,Serie A,Matchweek 13,Sat,Home,W,2.0,1.0,Spezia,2.2,1.6,58.0,71099.0,Theo Hernández,4-2-3-1,Michael Fabbri,Match Report,,-0.2,-0.2,2.2,2.2,0.1,23.0,10.0,17.1,1.0,0,0,2022,Milan
19,2022-11-08,20:45,Serie A,Matchweek 14,Tue,Away,D,0.0,0.0,Cremonese,1.0,0.3,71.0,14610.0,Ismaël Bennacer,3-4-1-2,Antonio Rapuano,Match Report,,-1.0,-1.0,1.0,1.0,0.06,16.0,5.0,18.6,0.0,0,0,2022,Milan
20,2022-11-13,18:00,Serie A,Matchweek 15,Sun,Home,W,2.0,1.0,Fiorentina,1.5,0.5,50.0,73007.0,Theo Hernández,4-2-3-1,Simone Sozza,Match Report,,-0.5,-0.5,1.5,1.5,0.12,12.0,2.0,20.9,0.0,0,0,2022,Milan
21,2023-01-04,12:30,Serie A,Matchweek 16,Wed,Away,W,2.0,1.0,Salernitana,2.7,0.7,56.0,29541.0,Davide Calabria,4-2-3-1,Francesco Fourneau,Match Report,,-0.7,-0.7,2.7,2.7,0.17,16.0,10.0,16.7,1.0,0,0,2022,Milan
22,2023-01-08,20:45,Serie A,Matchweek 17,Sun,Home,D,2.0,2.0,Roma,0.9,1.2,60.0,74103.0,Davide Calabria,4-2-3-1,Davide Massa,Match Report,,1.1,1.1,0.9,0.9,0.07,12.0,5.0,17.3,1.0,0,0,2022,Milan
24,2023-01-14,18:00,Serie A,Matchweek 18,Sat,Away,D,2.0,2.0,Lecce,1.4,1.4,65.0,25942.0,Davide Calabria,4-2-3-1,Daniele Orsato,Match Report,,0.6,0.6,1.4,1.4,0.13,12.0,5.0,16.2,0.0,0,0,2022,Milan
26,2023-01-24,20:45,Serie A,Matchweek 19,Tue,Away,L,0.0,4.0,Lazio,0.7,3.1,50.0,,Davide Calabria,4-2-3-1,Marco Di Bello,Match Report,,-0.7,-0.7,0.7,0.7,0.07,10.0,3.0,20.4,1.0,0,0,2022,Milan
27,2023-01-29,12:30,Serie A,Matchweek 20,Sun,Home,L,2.0,5.0,Sassuolo,0.6,2.2,60.0,,Davide Calabria,4-2-3-1,Antonio Giua,Match Report,,1.4,1.4,0.6,0.6,0.07,9.0,5.0,18.9,0.0,0,0,2022,Milan
28,2023-02-05,20:45,Serie A,Matchweek 21,Sun,Away,L,0.0,1.0,Inter,0.3,0.9,36.0,,Davide Calabria,3-5-2,Davide Massa,Match Report,,-0.3,-0.3,0.3,0.3,0.08,4.0,0.0,21.6,2.0,0,0,2022,Milan
29,2023-02-10,20:45,Serie A,Matchweek 22,Fri,Home,W,1.0,0.0,Torino,1.3,0.8,46.0,,Theo Hernández,3-4-3,Giovanni Ayroldi,Match Report,,-0.3,-0.3,1.3,1.3,0.15,9.0,4.0,13.5,0.0,0,0,2022,Milan
31,2023-02-18,18:00,Serie A,Matchweek 23,Sat,Away,W,1.0,0.0,Monza,2.1,0.5,41.0,14012.0,Theo Hernández,3-4-3,Antonio Rapuano,Match Report,,-1.1,-1.1,2.1,2.1,0.17,14.0,7.0,13.9,0.0,0,0,2022,Milan
32,2023-02-26,20:45,Serie A,Matchweek 24,Sun,Home,W,2.0,0.0,Atalanta,1.8,0.1,48.0,,Theo Hernández,3-4-3,Maurizio Mariani,Match Report,,-0.8,-0.8,1.8,1.8,0.14,13.0,3.0,17.9,1.0,0,0,2022,Milan
33,2023-03-04,20:45,Serie A,Matchweek 25,Sat,Away,L,1.0,2.0,Fiorentina,0.9,2.1,52.0,40410.0,Theo Hernández,3-4-3,Marco Di Bello,Match Report,,0.1,0.1,0.9,0.9,0.11,8.0,6.0,15.8,1.0,0,0,2022,Milan
35,2023-03-13,20:45,Serie A,Matchweek 26,Mon,Home,D,1.0,1.0,Salernitana,2.2,0.8,64.0,,Theo Hernández,3-4-3,Federico La Penna,Match Report,,-1.2,-1.2,2.2,2.2,0.1,24.0,3.0,18.8,1.0,0,0,2022,Milan
36,2023-03-18,20:45,Serie A,Matchweek 27,Sat,Away,L,1.0,3.0,Udinese,1.5,1.8,64.0,,Zlatan Ibrahimović,3-4-3,Daniele Doveri,Match Report,,-0.7,-0.5,1.5,0.7,0.08,9.0,5.0,21.7,1.0,1,1,2022,Milan
37,2023-04-02,20:45,Serie A,Matchweek 28,Sun,Away,W,4.0,0.0,Napoli,2.1,1.2,40.0,,Davide Calabria,4-2-3-1,Antonio Rapuano,Match Report,,1.9,1.9,2.1,2.1,0.15,14.0,8.0,18.1,0.0,0,0,2022,Milan
38,2023-04-07,21:00,Serie A,Matchweek 29,Fri,Home,D,0.0,0.0,Empoli,1.9,0.1,70.0,,Davide Calabria,4-2-3-1,Matteo Marcenaro,Match Report,,-1.9,-1.9,1.9,1.9,0.09,23.0,4.0,17.2,0.0,0,0,2022,Milan
40,2023-04-15,15:00,Serie A,Matchweek 30,Sat,Away,D,1.0,1.0,Bologna,1.4,0.6,49.0,,Ante Rebić,4-2-3-1,Davide Massa,Match Report,,-0.4,-0.4,1.4,1.4,0.08,19.0,5.0,18.4,1.0,0,0,2022,Milan
42,2023-04-23,18:00,Serie A,Matchweek 31,Sun,Home,W,2.0,0.0,Lecce,0.8,1.2,68.0,,Theo Hernández,4-2-3-1,Daniele Chiffi,Match Report,,1.2,1.2,0.8,0.8,0.1,8.0,5.0,17.3,0.0,0,0,2022,Milan
0,2022-08-14,20:45,Serie A,Matchweek 1,Sun,Away,W,1.0,0.0,Salernitana,2.4,0.6,49.0,26006.0,Lorenzo Pellegrini,3-4-3,Simone Sozza,Match Report,,-1.4,-1.4,2.4,2.4,0.13,20.0,4.0,14.7,2.0,0,0,2022,Roma
1,2022-08-22,18:30,Serie A,Matchweek 2,Mon,Home,W,1.0,0.0,Cremonese,2.7,0.7,49.0,60859.0,Lorenzo Pellegrini,3-4-3,Luca Massimi,Match Report,,-1.7,-1.7,2.7,2.7,0.11,27.0,11.0,16.4,0.0,0,0,2022,Roma
2,2022-08-27,18:30,Serie A,Matchweek 3,Sat,Away,D,1.0,1.0,Juventus,1.3,0.6,43.0,41003.0,Lorenzo Pellegrini,3-4-3,Massimiliano Irrati,Match Report,,-0.3,-0.3,1.3,1.3,0.16,8.0,4.0,14.9,0.0,0,0,2022,Roma
3,2022-08-30,20:45,Serie A,Matchweek 4,Tue,Home,W,3.0,0.0,Monza,1.8,0.9,40.0,60669.0,Lorenzo Pellegrini,3-4-3,Marco Piccinini,Match Report,,1.2,1.2,1.8,1.8,0.13,15.0,8.0,14.5,0.0,0,0,2022,Roma
4,2022-09-04,20:45,Serie A,Matchweek 5,Sun,Away,L,0.0,4.0,Udinese,0.8,1.2,57.0,24108.0,Lorenzo Pellegrini,3-4-3,Fabio Maresca,Match Report,,-0.8,-0.8,0.8,0.8,0.07,12.0,2.0,13.4,0.0,0,0,2022,Roma
6,2022-09-12,20:45,Serie A,Matchweek 6,Mon,Away,W,2.0,1.0,Empoli,3.0,1.1,48.0,4560.0,Lorenzo Pellegrini,3-4-3,Livio Marinelli,Match Report,,-0.2,-1.0,3.0,2.2,0.19,12.0,6.0,14.2,0.0,0,1,2022,Roma
8,2022-09-18,18:00,Serie A,Matchweek 7,Sun,Home,L,0.0,1.0,Atalanta,2.4,0.2,56.0,61335.0,Lorenzo Pellegrini,3-4-3,Daniele Chiffi,Match Report,,-2.4,-2.4,2.4,2.4,0.12,21.0,5.0,17.7,0.0,0,0,2022,Roma
9,2022-10-01,18:00,Serie A,Matchweek 8,Sat,Away,W,2.0,1.0,Inter,1.0,1.0,42.0,75389.0,Lorenzo Pellegrini,3-4-3,Davide Massa,Match Report,,1.0,1.0,1.0,1.0,0.1,10.0,3.0,19.8,1.0,0,0,2022,Roma
11,2022-10-09,20:45,Serie A,Matchweek 9,Sun,Home,W,2.0,1.0,Lecce,3.2,0.3,66.0,64018.0,Lorenzo Pellegrini,3-4-3,Alessandro Prontera,Match Report,,-1.5,-1.2,3.2,2.5,0.13,19.0,5.0,16.5,0.0,1,1,2022,Roma
13,2022-10-17,18:30,Serie A,Matchweek 10,Mon,Away,W,1.0,0.0,Sampdoria,1.8,0.2,41.0,20803.0,Lorenzo Pellegrini,3-4-1-2,Marco Di Bello,Match Report,,-1.0,-0.8,1.8,1.0,0.17,6.0,3.0,15.1,0.0,1,1,2022,Roma
14,2022-10-23,20:45,Serie A,Matchweek 11,Sun,Home,L,0.0,1.0,Napoli,0.3,0.9,40.0,61633.0,Lorenzo Pellegrini,3-5-2,Massimiliano Irrati,Match Report,,-0.3,-0.3,0.3,0.3,0.05,6.0,0.0,21.4,0.0,0,0,2022,Roma
16,2022-10-31,18:30,Serie A,Matchweek 12,Mon,Away,W,3.0,1.0,Hellas Verona,3.1,0.3,67.0,24000.0,Lorenzo Pellegrini,3-5-2,Juan Sacchi,Match Report,,-0.1,-0.1,3.1,3.1,0.23,14.0,6.0,14.7,1.0,0,0,2022,Roma
18,2022-11-06,18:00,Serie A,Matchweek 13,Sun,Home,L,0.0,1.0,Lazio,0.5,0.6,59.0,62847.0,Lorenzo Pellegrini,3-4-3,Daniele Orsato,Match Report,,-0.5,-0.5,0.5,0.5,0.06,8.0,2.0,16.2,0.0,0,0,2022,Roma
19,2022-11-09,18:30,Serie A,Matchweek 14,Wed,Away,D,1.0,1.0,Sassuolo,0.7,1.2,54.0,16665.0,Gianluca Mancini,3-4-3,Giovanni Ayroldi,Match Report,,0.3,0.3,0.7,0.7,0.07,11.0,4.0,16.2,0.0,0,0,2022,Roma
20,2022-11-13,15:00,Serie A,Matchweek 15,Sun,Home,D,1.0,1.0,Torino,1.7,0.9,48.0,61168.0,Gianluca Mancini,3-4-3,Antonio Rapuano,Match Report,,0.1,-0.7,1.7,0.9,0.08,12.0,4.0,19.5,0.0,0,1,2022,Roma
21,2023-01-04,16:30,Serie A,Matchweek 16,Wed,Home,W,1.0,0.0,Bologna,1.5,0.7,39.0,62092.0,Lorenzo Pellegrini,3-4-1-2,Alberto Santoro,Match Report,,-0.7,-0.5,1.5,0.7,0.06,13.0,3.0,19.8,0.0,1,1,2022,Roma
22,2023-01-08,20:45,Serie A,Matchweek 17,Sun,Away,D,2.0,2.0,Milan,1.2,0.9,40.0,74103.0,Lorenzo Pellegrini,3-4-3,Davide Massa,Match Report,,0.8,0.8,1.2,1.2,0.12,12.0,3.0,22.1,0.0,0,0,2022,Roma
24,2023-01-15,20:45,Serie A,Matchweek 18,Sun,Home,W,2.0,0.0,Fiorentina,0.9,0.4,52.0,61327.0,Lorenzo Pellegrini,3-4-1-2,Antonio Giua,Match Report,,1.1,1.1,0.9,0.9,0.1,10.0,4.0,13.8,0.0,0,0,2022,Roma
25,2023-01-22,18:00,Serie A,Matchweek 19,Sun,Away,W,2.0,0.0,Spezia,2.0,0.2,48.0,,Gianluca Mancini,3-4-3,Simone Sozza,Match Report,,0.0,0.0,2.0,2.0,0.15,13.0,3.0,20.3,1.0,0,0,2022,Roma
26,2023-01-29,20:45,Serie A,Matchweek 20,Sun,Away,L,1.0,2.0,Napoli,0.8,1.0,44.0,,Lorenzo Pellegrini,3-4-3,Daniele Orsato,Match Report,,0.2,0.2,0.8,0.8,0.07,11.0,3.0,16.3,0.0,0,0,2022,Roma
28,2023-02-04,18:00,Serie A,Matchweek 21,Sat,Home,W,2.0,0.0,Empoli,1.2,1.7,45.0,,Lorenzo Pellegrini,3-4-3,Federico Dionisi,Match Report,,0.8,0.8,1.2,1.2,0.11,12.0,6.0,11.9,0.0,0,0,2022,Roma
29,2023-02-11,18:00,Serie A,Matchweek 22,Sat,Away,D,1.0,1.0,Lecce,1.7,0.3,58.0,,Lorenzo Pellegrini,3-4-3,Gianluca Aureliano,Match Report,,-1.2,-0.7,1.7,1.2,0.11,11.0,4.0,21.0,1.0,1,1,2022,Roma
31,2023-02-19,20:45,Serie A,Matchweek 23,Sun,Home,W,1.0,0.0,Hellas Verona,0.8,0.4,47.0,,Gianluca Mancini,3-4-3,Simone Sozza,Match Report,,0.2,0.2,0.8,0.8,0.09,9.0,5.0,17.2,1.0,0,0,2022,Roma
33,2023-02-28,18:30,Serie A,Matchweek 24,Tue,Away,L,1.0,2.0,Cremonese,1.2,1.0,66.0,,Lorenzo Pellegrini,3-4-3,Marco Piccinini,Match Report,,-0.2,-0.2,1.2,1.2,0.12,10.0,3.0,20.0,1.0,0,0,2022,Roma
34,2023-03-05,20:45,Serie A,Matchweek 25,Sun,Home,W,1.0,0.0,Juventus,0.6,0.7,41.0,,Lorenzo Pellegrini,3-4-3,Fabio Maresca,Match Report,,0.4,0.4,0.6,0.6,0.1,6.0,2.0,18.1,0.0,0,0,2022,Roma
36,2023-03-12,18:00,Serie A,Matchweek 26,Sun,Home,L,3.0,4.0,Sassuolo,1.5,3.5,54.0,,Chris Smalling,3-4-3,Michael Fabbri,Match Report,,1.5,1.5,1.5,1.5,0.09,17.0,7.0,17.2,0.0,0,0,2022,Roma
38,2023-03-19,18:00,Serie A,Matchweek 27,Sun,Away,L,0.0,1.0,Lazio,0.6,0.6,31.0,,Lorenzo Pellegrini,3-4-3,Davide Massa,Match Report,,-0.6,-0.6,0.6,0.6,0.07,8.0,3.0,18.1,0.0,0,0,2022,Roma
39,2023-04-02,18:00,Serie A,Matchweek 28,Sun,Home,W,3.0,0.0,Sampdoria,3.0,0.3,51.0,,Lorenzo Pellegrini,4-2-3-1,Massimiliano Irrati,Match Report,,-0.3,0.0,3.0,2.3,0.09,27.0,9.0,16.3,1.0,1,1,2022,Roma
40,2023-04-08,18:30,Serie A,Matchweek 29,Sat,Away,W,1.0,0.0,Torino,1.1,0.3,45.0,,Gianluca Mancini,3-4-3,Andrea Colombo,Match Report,,-0.4,-0.1,1.1,0.4,0.05,8.0,0.0,23.8,0.0,1,1,2022,Roma
42,2023-04-16,20:45,Serie A,Matchweek 30,Sun,Home,W,3.0,0.0,Udinese,2.5,1.2,42.0,,Lorenzo Pellegrini,3-4-3,Antonio Giua,Match Report,,1.3,0.5,2.5,1.7,0.16,11.0,7.0,15.3,1.0,0,1,2022,Roma
44,2023-04-24,20:45,Serie A,Matchweek 31,Mon,Away,L,1.0,3.0,Atalanta,1.0,0.9,63.0,,Lorenzo Pellegrini,3-4-3,Massimiliano Irrati,Match Report,,0.0,0.0,1.0,1.0,0.07,14.0,1.0,18.8,1.0,0,0,2022,Roma
0,2022-08-13,20:45,Serie A,Matchweek 1,Sat,Away,W,2.0,1.0,Lecce,2.1,0.7,70.0,25353.0,Samir Handanović,3-5-2,Alessandro Prontera,Match Report,,-0.1,-0.1,2.1,2.1,0.11,19.0,9.0,17.6,0.0,0,0,2022,Internazionale
1,2022-08-20,20:45,Serie A,Matchweek 2,Sat,Home,W,3.0,0.0,Spezia,2.1,0.5,54.0,71212.0,Samir Handanović,3-5-2,Davide Ghersini,Match Report,,0.9,0.9,2.1,2.1,0.11,19.0,8.0,14.6,0.0,0,0,2022,Internazionale
2,2022-08-26,20:45,Serie A,Matchweek 3,Fri,Away,L,1.0,3.0,Lazio,1.5,1.1,52.0,52500.0,Samir Handanović,3-5-2,Michael Fabbri,Match Report,,-0.5,-0.5,1.5,1.5,0.08,19.0,7.0,16.3,0.0,0,0,2022,Internazionale
3,2022-08-30,20:45,Serie A,Matchweek 4,Tue,Home,W,3.0,1.0,Cremonese,2.2,1.2,53.0,70750.0,Samir Handanović,3-5-2,Francesco Fourneau,Match Report,,0.8,0.8,2.2,2.2,0.14,18.0,7.0,15.4,1.0,0,0,2022,Internazionale
4,2022-09-03,18:00,Serie A,Matchweek 5,Sat,Away,L,2.0,3.0,Milan,1.8,1.3,53.0,75475.0,Samir Handanović,3-5-2,Daniele Chiffi,Match Report,,0.2,0.2,1.8,1.8,0.11,16.0,5.0,20.3,1.0,0,0,2022,Internazionale
6,2022-09-10,18:00,Serie A,Matchweek 6,Sat,Home,W,1.0,0.0,Torino,1.5,0.7,57.0,69134.0,Samir Handanović,3-5-2,Giovanni Ayroldi,Match Report,,-0.5,-0.5,1.5,1.5,0.1,16.0,3.0,19.5,1.0,0,0,2022,Internazionale
8,2022-09-18,12:30,Serie A,Matchweek 7,Sun,Away,L,1.0,3.0,Udinese,1.1,1.6,56.0,22475.0,Samir Handanović,3-5-2,Paolo Valeri,Match Report,,-0.1,-0.1,1.1,1.1,0.07,16.0,4.0,18.8,2.0,0,0,2022,Internazionale
9,2022-10-01,18:00,Serie A,Matchweek 8,Sat,Home,L,1.0,2.0,Roma,1.0,1.0,58.0,75389.0,Samir Handanović,3-5-2,Davide Massa,Match Report,,0.0,0.0,1.0,1.0,0.07,15.0,2.0,21.5,2.0,0,0,2022,Internazionale
11,2022-10-08,15:00,Serie A,Matchweek 9,Sat,Away,W,2.0,1.0,Sassuolo,2.3,1.2,48.0,17574.0,Danilo D'Ambrosio,3-5-2,Simone Sozza,Match Report,,-0.3,-0.3,2.3,2.3,0.15,16.0,4.0,15.9,1.0,0,0,2022,Internazionale
13,2022-10-16,12:30,Serie A,Matchweek 10,Sun,Home,W,2.0,0.0,Salernitana,1.7,0.4,61.0,75452.0,Milan Škriniar,3-5-2,Juan Sacchi,Match Report,,0.3,0.3,1.7,1.7,0.11,16.0,6.0,14.4,1.0,0,0,2022,Internazionale
14,2022-10-22,20:45,Serie A,Matchweek 11,Sat,Away,W,4.0,3.0,Fiorentina,2.4,1.3,42.0,36699.0,Milan Škriniar,3-5-2,Paolo Valeri,Match Report,,1.4,1.6,2.4,1.6,0.22,7.0,6.0,14.3,0.0,1,1,2022,Internazionale
16,2022-10-29,20:45,Serie A,Matchweek 12,Sat,Home,W,3.0,0.0,Sampdoria,2.0,0.5,51.0,73311.0,Milan Škriniar,3-5-2,Luca Massimi,Match Report,,1.0,1.0,2.0,2.0,0.12,17.0,8.0,14.4,1.0,0,0,2022,Internazionale
18,2022-11-06,20:45,Serie A,Matchweek 13,Sun,Away,L,0.0,2.0,Juventus,1.2,0.9,53.0,40093.0,Milan Škriniar,3-5-2,Daniele Doveri,Match Report,,-1.2,-1.2,1.2,1.2,0.09,14.0,4.0,18.0,0.0,0,0,2022,Internazionale
19,2022-11-09,20:45,Serie A,Matchweek 14,Wed,Home,W,6.0,1.0,Bologna,2.6,0.7,57.0,69312.0,Milan Škriniar,3-5-2,Andrea Colombo,Match Report,,3.0,3.4,2.6,2.0,0.17,12.0,6.0,14.6,1.0,1,1,2022,Internazionale
20,2022-11-13,12:30,Serie A,Matchweek 15,Sun,Away,W,3.0,2.0,Atalanta,2.2,1.8,53.0,19353.0,Milan Škriniar,3-5-2,Daniele Chiffi,Match Report,,-0.2,-0.2,2.2,2.2,0.16,14.0,3.0,15.8,1.0,0,0,2022,Internazionale
21,2023-01-04,20:45,Serie A,Matchweek 16,Wed,Home,W,1.0,0.0,Napoli,1.4,0.9,36.0,75470.0,Milan Škriniar,3-5-2,Simone Sozza,Match Report,,-0.4,-0.4,1.4,1.4,0.24,6.0,1.0,11.8,0.0,0,0,2022,Internazionale
22,2023-01-07,20:45,Serie A,Matchweek 17,Sat,Away,D,2.0,2.0,Monza,1.7,1.5,46.0,13622.0,Milan Škriniar,3-5-2,Juan Sacchi,Match Report,,0.3,0.3,1.7,1.7,0.15,11.0,3.0,13.9,0.0,0,0,2022,Internazionale
24,2023-01-14,20:45,Serie A,Matchweek 18,Sat,Home,W,1.0,0.0,Hellas Verona,0.7,0.3,57.0,70734.0,Milan Škriniar,3-5-2,Michael Fabbri,Match Report,,0.3,0.3,0.7,0.7,0.06,11.0,3.0,19.0,0.0,0,0,2022,Internazionale
26,2023-01-23,20:45,Serie A,Matchweek 19,Mon,Home,L,0.0,1.0,Empoli,1.4,0.8,49.0,,Milan Škriniar,3-5-2,Antonio Rapuano,Match Report,,-1.4,-1.4,1.4,1.4,0.09,16.0,1.0,15.0,1.0,0,0,2022,Internazionale
27,2023-01-28,18:00,Serie A,Matchweek 20,Sat,Away,W,2.0,1.0,Cremonese,2.3,1.0,65.0,,Lautaro Martínez,3-5-2,Maurizio Mariani,Match Report,,-0.3,-0.3,2.3,2.3,0.08,30.0,10.0,15.4,0.0,0,0,2022,Internazionale
29,2023-02-05,20:45,Serie A,Matchweek 21,Sun,Home,W,1.0,0.0,Milan,0.9,0.3,64.0,,Lautaro Martínez,3-5-2,Davide Massa,Match Report,,0.1,0.1,0.9,0.9,0.06,15.0,4.0,18.5,0.0,0,0,2022,Internazionale
30,2023-02-13,20:45,Serie A,Matchweek 22,Mon,Away,D,0.0,0.0,Sampdoria,1.8,0.5,65.0,,Lautaro Martínez,3-5-2,Fabio Maresca,Match Report,,-1.8,-1.8,1.8,1.8,0.07,25.0,5.0,18.0,1.0,0,0,2022,Internazionale
31,2023-02-18,20:45,Serie A,Matchweek 23,Sat,Home,W,3.0,1.0,Udinese,2.7,0.8,59.0,,Samir Handanović,3-5-2,Federico Dionisi,Match Report,,-0.2,0.3,2.7,2.2,0.12,18.0,6.0,18.1,0.0,1,1,2022,Internazionale
33,2023-02-26,12:30,Serie A,Matchweek 24,Sun,Away,L,0.0,1.0,Bologna,1.0,1.2,52.0,,Marcelo Brozović,3-1-4-2,Daniele Orsato,Match Report,,-1.0,-1.0,1.0,1.0,0.08,13.0,4.0,18.8,0.0,0,0,2022,Internazionale
34,2023-03-05,18:00,Serie A,Matchweek 25,Sun,Home,W,2.0,0.0,Lecce,0.8,0.6,62.0,,Lautaro Martínez,3-5-2,Gianluca Manganiello,Match Report,,1.2,1.2,0.8,0.8,0.06,14.0,4.0,17.9,1.0,0,0,2022,Internazionale
35,2023-03-10,20:45,Serie A,Matchweek 26,Fri,Away,L,1.0,2.0,Spezia,3.8,1.0,69.0,,Samir Handanović,3-5-2,Livio Marinelli,Match Report,,-2.2,-2.8,3.8,2.2,0.09,26.0,5.0,16.9,0.0,1,2,2022,Internazionale
37,2023-03-19,20:45,Serie A,Matchweek 27,Sun,Home,L,0.0,1.0,Juventus,1.2,0.6,69.0,,Marcelo Brozović,3-5-2,Daniele Chiffi,Match Report,,-1.2,-1.2,1.2,1.2,0.07,18.0,3.0,19.9,2.0,0,0,2022,Internazionale
38,2023-04-01,18:00,Serie A,Matchweek 28,Sat,Home,L,0.0,1.0,Fiorentina,2.8,1.1,59.0,,Marcelo Brozović,3-5-2,Fabio Maresca,Match Report,,-2.8,-2.8,2.8,2.8,0.18,16.0,3.0,12.7,1.0,0,0,2022,Internazionale
40,2023-04-07,17:00,Serie A,Matchweek 29,Fri,Away,D,1.0,1.0,Salernitana,2.8,1.1,56.0,,Stefan de Vrij,3-5-2,Michael Fabbri,Match Report,,-1.8,-1.8,2.8,2.8,0.13,25.0,11.0,13.7,0.0,0,0,2022,Internazionale
42,2023-04-15,20:45,Serie A,Matchweek 30,Sat,Home,L,0.0,1.0,Monza,2.1,0.7,56.0,13622.0,Stefan de Vrij,3-5-2,Luca Pairetto,Match Report,,-2.1,-2.1,2.1,2.1,0.08,25.0,6.0,18.4,1.0,0,0,2022,Internazionale
44,2023-04-23,12:30,Serie A,Matchweek 31,Sun,Away,W,3.0,0.0,Empoli,1.1,0.9,60.0,,Samir Handanović,3-5-2,Livio Marinelli,Match Report,,1.9,1.9,1.1,1.1,0.07,16.0,4.0,18.9,0.0,0,0,2022,Internazionale
0,2022-08-13,18:30,Serie A,Matchweek 1,Sat,Away,W,2.0,0.0,Sampdoria,2.2,1.0,45.0,20047.0,Rafael Tolói,3-4-1-2,Federico Dionisi,Match Report,,-0.2,-0.2,2.2,2.2,0.24,9.0,3.0,14.4,0.0,0,0,2022,Atalanta
1,2022-08-21,20:45,Serie A,Matchweek 2,Sun,Home,D,1.0,1.0,Milan,0.5,1.3,40.0,19216.0,Rafael Tolói,3-4-3,Fabio Maresca,Match Report,,0.5,0.5,0.5,0.5,0.05,11.0,2.0,18.9,0.0,0,0,2022,Atalanta
2,2022-08-28,18:30,Serie A,Matchweek 3,Sun,Away,W,1.0,0.0,Hellas Verona,0.8,0.5,51.0,16106.0,Rafael Tolói,3-4-3,Alessandro Prontera,Match Report,,0.2,0.2,0.8,0.8,0.05,15.0,7.0,18.9,0.0,0,0,2022,Atalanta
3,2022-09-01,20:45,Serie A,Matchweek 4,Thu,Home,W,3.0,1.0,Torino,2.9,0.4,41.0,17928.0,Rafael Tolói,3-4-3,Marco Di Bello,Match Report,,-0.4,0.1,2.9,1.4,0.14,10.0,3.0,18.8,0.0,2,2,2022,Atalanta
4,2022-09-05,18:30,Serie A,Matchweek 5,Mon,Away,W,2.0,0.0,Monza,1.9,0.6,41.0,11970.0,Rafael Tolói,4-2-3-1,Juan Sacchi,Match Report,,-0.9,-0.9,1.9,1.9,0.15,13.0,6.0,15.2,0.0,0,0,2022,Atalanta
